"","variable","missingValues","class","distinctValues","perMissingValues","sampleValue","nonMissingValues","missingPercentage","minimum","mean","maximum","stdDeviation","variance","p01","p05","p10","p25","p50","p75","p90","p95","p99","numOutliers"
"102","DC.DAC.SWEL.CD",2650,"numeric",1343,48.89,NA,2770,48.89,-17740000,10531296.0288809,278250000,19505419.9563419,380461407673260,10000,30000,90000,440000,2300000,12450000,31823000,44666000,91768600,293
"103","DC.DAC.TOTL.CD",1611,"numeric",3629,29.72,"63320000",3809,29.72,-955080000,326885925.439748,22027820000,697668761.613974,486741700931975552,-23739200,1628000,7210000,34710000,134890000,366940000,808248000,1255990000,2410317600.00001,355
"104","DC.DAC.USAL.CD",2157,"numeric",2149,39.8,NA,3263,39.8,-3.76e+08,84759868.21943,11227790000,317013585.771036,100497613563409968,-4.4e+07,-1576000,30000,2e+06,1.8e+07,62265000,166570000,377323999.999999,1189910000,365
"105","DT.DOD.DECT.CD",2611,"numeric",2803,48.17,NA,2809,48.17,0,20897989375.4267,959509815000,59532857577.7602,3.54416113137388e+21,49640440,162680800,279363400,1103614000,3941898000,12903704000,40256749600,113343378600,291437566758.704,368
"106","DT.DOD.DECT.GN.ZS",2745,"numeric",2676,50.65,NA,2675,50.65,0.238586277667288,68.1902893130279,1380.76546903858,86.0569536092645,7405.7992645071,4.22935314152518,13.2489478556071,18.3585202724921,28.5013789890442,50.0682875221173,78.9526471150576,123.939471138974,171.532861659529,374.851658918127,170
"107","DT.DOD.DIMF.CD",2592,"numeric",2534,47.82,NA,2828,47.82,0,578723647.227617,28850329000,1864968492.32759,3478107477374644224,0,0,0,28578500,131761000,375609250,1081837200,2127068350,10107945720,347
"108","DT.DOD.DLXF.CD",2611,"numeric",2799,48.17,NA,2809,48.17,0,15713607902.7701,494511390000,39755297491.7568,1.58048367865809e+21,45157320,146082800,238546200,928694000,3276924000,10042691000,33096332200.0001,86412550677.64,214160170160,398
"109","DT.DOD.DPNG.CD",2611,"numeric",1360,48.17,NA,2809,48.17,0,5568483398.7184,320238867000,21751085306.1959,4.73109711997412e+20,0,0,0,0,0,964400000,9404265800,31779442000,117808099680,515
"110","DT.DOD.DPPG.CD",2611,"numeric",2798,48.17,NA,2809,48.17,0,10145124504.0517,238409864000,21383456510.1851,4.57252212322976e+20,45157320,134810800,238546200,856283000,2890747000,8277016000,25145312000.0001,53702414800,101717812278.704,367
"111","DT.DOD.DSTC.CD",2611,"numeric",2628,48.17,NA,2809,48.17,0,4601606447.96468,683363162000,26161196720.78,6.84408213863351e+20,0,28200,4138200,36278000,324895000,1632327000,7092305400.00001,20030246400,65429269120.0001,427
"112","DT.DOD.DSTC.IR.ZS",2800,"numeric",2523,51.66,"0",2620,51.66,0,1038.63824796161,527647.292360774,15897.1621321961,252719763.85733,0,0.0450278088599535,1.00618275505076,9.88076596887104,31.900645579656,75.4035782899475,185.307352745963,441.164603266466,9083.66695910104,282
"113","DT.DOD.DSTC.XP.ZS",3194,"numeric",2143,58.93,NA,2226,58.93,0,27.5285891182767,1605.11769394261,79.6834710630869,6349.45556066181,0,0.0165141394999256,0.726092600129833,4.9393604061567,14.5551925463527,27.8289327701563,48.8431334424042,70.6419423216007,235.633579528866,142
"114","DT.DOD.DSTC.ZS",2611,"numeric",2675,48.17,"13.2786",2809,48.17,0,12.0760484158063,88.9325,12.20637536523,148.995599556893,0,0.00692,0.70722,3.356,8.9173,16.725,27.3599,36.32252,58.01048,134
"115","DT.DOD.MWBG.CD",2496,"numeric",2842,46.05,"0",2924,46.05,0,1631088766.21228,38185959740,3743254559.56935,14011954697736763392,0,6347000,15327000,118170250,462763500,1383767000,3425420500,8027116999.99999,20950275980,303
"116","DT.DOD.PVLX.CD",5315,"numeric",106,98.06,NA,105,98.06,63356874.6987318,15659424995.4636,235990148633.16,34887381490.4015,1.21712938725681e+21,67763593.2908368,202020289.723722,277581938.890175,1009941236.59284,3163258020.1236,9968907154.75099,39397710451.7231,79143086365.392,150898615993.811,17
"117","DT.DOD.PVLX.EX.ZS",5353,"numeric",68,98.76,NA,67,98.76,2.15546133517485,68.6367592874134,214.047122608103,48.7635724446265,2377.88599756233,2.75001166288871,10.2285789141936,15.3072378457002,37.5969601351448,56.2050379050619,85.8105571664724,139.842027705294,168.344979432231,203.730941319372,4
"118","DT.DOD.PVLX.GN.ZS",5322,"numeric",99,98.19,NA,98,98.19,0.549324943157502,21.0632859634161,68.1554220854444,13.5010712461226,182.27892479288,0.681346900486536,5.71392041577911,7.71424336972841,12.1526454513174,17.5800247191751,26.4470984403838,37.3607065385276,47.0527942472855,67.7208132749601,5
"119","DT.NFL.BLAT.CD",2611,"numeric",2615,48.17,NA,2809,48.17,-8408061000,6108521.37237451,9405242000,531957650.777676,282978942220904064,-1579096200,-358633400,-131397800,-14211000,1e+05,32369000,177562000,430280000,1467999000,755
"120","DT.NFL.BOND.CD",2499,"numeric",780,46.11,"0",2921,46.11,-8116129000,474107982.540226,61745471000,2651208370.2644,7028905822560015360,-1444640200,-45632000,-270000,0,0,0,983516000,2645648000,10331790000,858
"121","DT.NFL.IAEA.CD",4558,"numeric",127,84.1,NA,862,84.1,10000,445614.849187935,1850000,288717.425180238,83357751602.7066,10000,70000,120000,240000,390000,6e+05,840000,989499.999999999,1313900,19
"122","DT.NFL.IFAD.CD",3025,"numeric",920,55.81,NA,2395,55.81,-15420000,2118400.83507307,62200000,4370597.70516768,19102124300417,-3662400,-1443000,-726000,-70000,910000,2870000,6266000,9495999.99999999,20033000,193
"123","DT.NFL.IMFC.CD",2441,"numeric",1156,45.04,"-111000",2979,45.04,-1726924256.5,3092717.73296408,1292401986.6,65341755.5056889,4269545012565220,-78462560,-15146600,-5955400,0,0,0,15365600,36758174.79,153929099.999999,1169
"124","DT.NFL.IMFN.CD",2440,"numeric",995,45.02,"-3685000",2980,45.02,-23809823000,-3767812.03812081,12143780000,883543105.195746,780648418738941312,-2010146090,-142095800,-33986800,0,0,0,3153900,97212649.9999998,1563010210,995
"125","DT.NFL.MIBR.CD",2266,"numeric",1791,41.81,"0",3154,41.81,-4671142000,19264292.8021623,4213285000,283559905.604243,80406220066286976,-549370280,-128901850,-48402300,-4775000,0,0,78819100.0000003,263954908.895,961566809.999997,1159
"126","DT.NFL.MIDA.CD",2287,"numeric",1921,42.2,NA,3133,42.2,-1539333000,40109341.9082413,1277846000,124191216.366666,15423458222632142,-39411560,-3602400,-1394400,0,0,35709000,109525400,207801400,671605600,399
"127","DT.NFL.MLAT.CD",2611,"numeric",2720,48.17,NA,2809,48.17,-8316196000,141214402.278391,6310805000,509549162.45741,259640348961047520,-560407000,-99188200,-26636800,609000,41083000,141819000,418128800,808805200,2197060120,411
"128","DT.NFL.MOTH.CD",2611,"numeric",2490,48.17,"0",2809,48.17,-3124089000,28296105.4821289,4994483000,219190825.395213,48044617937434944,-162548920,-26467800,-10032600,-1046000,1762000,16247000,72020600,144667600,539246480.000003,523
"129","DT.NFL.PCBO.CD",2499,"numeric",2274,46.11,NA,2921,46.11,-26097375000,437662222.184183,67876422000,3327070583.26334,11069398666016292864,-4135535800,-594129000,-151387000,-7900000,0,49959000,662833000,2468899000,14118607000,925
"130","DT.NFL.RDBC.CD",2630,"numeric",1873,48.52,"0",2790,48.52,-280578000,15072007.1684588,435596000,43491040.4720023,1891470601337346,-29346440,-12586750,-4699000,0,0,15616250,52053300,84271900,216271510,437
"131","DT.NFL.RDBN.CD",2611,"numeric",1731,48.17,NA,2809,48.17,-3641626000,31831722.3211107,2711694000,204601712.408192,41861860720364464,-283590720,-35266000,-12435400,-894000,0,8063000,106433800,241096200,884007120,805
"132","DT.NFL.UNAI.CD",4387,"numeric",176,80.94,NA,1033,80.94,0,509283.639883833,4090000,478911.141736921,229355881679.762,0,20000,50000,140000,410000,720000,1058000,1374000,2166800,34
"133","DT.NFL.UNCF.CD",2564,"numeric",1017,47.31,"3820000",2856,47.31,-9620000,4691193.97759104,68110000,7797134.82848911,60795311533638,1e+05,560000,670000,890000,1670000,4950000,12025000,18445000,42088500,323
"134","DT.NFL.UNCR.CD",3327,"numeric",747,61.38,"730000",2093,61.38,0,3782145.24605829,100240000,8269505.83199933,68384726705470.9,20000,60000,140000,430000,1130000,3380000,9450000,16152000,43637599.9999999,258
"135","DT.NFL.UNDP.CD",2011,"numeric",1032,37.1,"3700000",3409,37.1,-19390000,3117351.12936345,36920000,4312193.8477672,18595015780721.3,-279200,30000,110000,490000,1320000,4170000,8452000,11868000,19115200,260
"136","DT.NFL.UNEC.CD",5409,"numeric",10,99.8,NA,11,99.8,0,39090.9090909091,1e+05,33601.9479954795,1129090909.09091,0,0,0,15000,30000,55000,90000,95000,99000,0
"137","DT.NFL.UNFP.CD",2360,"numeric",592,43.54,NA,3060,43.54,-170000,1561222.22222222,22310000,1897192.9186412,3599340970542.3,0,30000,80000,390000,910000,2030000,3762000,5360500,8994599.99999999,224
"138","DT.NFL.UNPB.CD",5285,"numeric",120,97.51,NA,135,97.51,-3240000,2708222.22222222,13760000,3027167.50190291,9163743084577.12,-241800,20000,94000,560000,1550000,4240000,6682000,8544000.00000001,12591400,5
"139","DT.NFL.UNRW.CD",5329,"numeric",92,98.32,NA,91,98.32,1.9e+07,99848681.3186813,384420000,86111371.4288239,7415168289352869,19054000,21765000,25530000,41320000,71440000,128990000,237570000,284735000,369858000,7
"140","DT.NFL.UNTA.CD",2561,"numeric",494,47.25,NA,2859,47.25,0,1474644.9807625,16600000,1426689.35559715,2035442517374.2,10000,70000,150000,510000,1160000,1970000,3012000,4002000,7044200,130
"141","DT.NFL.WFPG.CD",3452,"numeric",948,63.69,NA,1968,63.69,-69800000,6288495.93495935,248800000,14110717.0264841,199112335001509,-63300,50000,230000,960000,2520000,6010000,13316000,23713500,70282599.9999998,193
"142","DT.NFL.WHOL.CD",4994,"numeric",217,92.14,NA,426,92.14,10000,1253967.13615023,7790000,1089896.2665587,1187873871858.6,30000,80000,215000,582500,1045000,1517500,2305000,3380000,5760000,31
"143","DT.ODA.ALLD.CD",1590,"numeric",3668,29.34,"629900000",3830,29.34,-959960000,427825624.020888,22057090000,813683865.708002,662081433313517568,-21525900,2531500,10617000,47720000,174955000,480330000,1086418000,1722483000,3449391200,373
"144","DT.ODA.ALLD.KD",1591,"numeric",3699,29.35,NA,3829,29.35,-1019280000,518038187.516323,25330120000,919771483.616525,845979582074143488,-21124800,4082000,14388000,63680000,230750000,6.18e+08,1353132000,2047986000,3616098400,344
"145","DT.ODA.OATL.CD",5110,"numeric",307,94.28,NA,310,94.28,-461600000,258870838.709677,3788880000,470892400.626278,221739652967579072,-108682200,-424499.999999998,289000,4767500,77380000,305857500,806048000.000001,1228310500,1937120200,33
"146","DT.ODA.OATL.KD",5110,"numeric",305,94.28,NA,310,94.28,-487130000,374877129.032258,4603090000,658214027.857527,433245706468429888,-116385500,-322999.999999999,278000,6427500,119885000,445217500,1117635000,1743377000,2714823500,32
"147","DT.ODA.ODAT.CD",1900,"numeric",3389,35.06,"88430000",3520,35.06,-959960000,442705164.772727,22057090000,835583280.081409,698199417951606784,-12763500,4329500,15350000,52417500,187055000,498847500,1116150000,1749880500,3478859100,332
"148","DT.ODA.ODAT.GI.ZS",2433,"numeric",2988,44.89,"0.609082669607928",2987,44.89,-572.036305669517,38.9695979937928,3755.81696352841,107.370783659802,11528.48518372,-0.15468759179504,0.0934214629521228,0.329930017718599,2.18565298926378,12.0054005190989,44.1620147496659,96.8947109242655,153.986826346473,330.66451031701,252
"149","DT.ODA.ODAT.GN.ZS",2167,"numeric",3254,39.98,"2.78349658248278",3253,39.98,-2.59440855376976,7.94997516416178,242.286413767446,12.200124163314,148.843029600277,-0.042057067092909,0.0272951018004321,0.103557158559538,0.619862055422213,3.73793405972163,11.1856409329235,19.6053601794985,29.0061830937649,50.5885917212288,179
"150","DT.ODA.ODAT.KD",1900,"numeric",3420,35.06,"56880000",3520,35.06,-1019280000,530498951.704545,25330120000,938262657.531762,880336814518565504,-15747600,6287000,20396000,69732500,241405000,636627500,1358600000,2096320500,3632651500,305
"151","DT.ODA.ODAT.MP.ZS",2788,"numeric",2633,51.44,"0.256339726565243",2632,51.44,-3.83873455335218,15.7831375772607,292.894800875983,22.9740952773121,527.809053811014,-0.115667056628103,0.0720985779278172,0.257753578663773,1.34235997801161,6.13976101252043,22.0477502930124,44.1258857728601,59.2467248560729,101.723854182292,176
"152","DT.ODA.ODAT.PC.ZS",1906,"numeric",3515,35.17,NA,3514,35.17,-210.384356035064,118.826574665018,12013.6864028563,368.913261029726,136096.994163587,-4.99825399363933,1.14028594269938,3.08346363560396,12.6764555617523,40.6143687389223,96.1892323917281,226.492126436559,408.769730667755,1589.95905730364,363
"153","DT.ODA.ODAT.XP.ZS",3912,"numeric",1509,72.18,NA,1508,72.18,-11.7381729200653,158.355544082276,84855.862595979,3006.05484046749,9036365.70389802,-0.289765953966196,0.109666368760046,0.356997189606112,1.59513764759632,8.23702175842136,31.673696980948,83.9190434994399,111.734726437727,228.28979699573,179
"154","DT.TDS.DECT.CD",2611,"numeric",2787,48.17,NA,2809,48.17,0,2767043788.85208,92518516777,8527087753.23939,72711225551445221376,249480,3961200,8626200,34777000,196128000,1061737000,5707304000,15290581800,51317696520.0001,477
"155","DT.TDS.DECT.EX.ZS",3000,"numeric",2421,55.35,"1.53227291472538",2420,55.35,0.0230192666291154,13.5621118676732,156.858151350575,12.8134741807123,164.18512057978,0.411173446331739,1.49477086963706,2.35413751265068,5.23920149092803,9.98030131929324,18.0443707851521,29.5194937588845,35.8990203909668,59.6787082491678,104
"156","DT.TDS.DECT.GN.ZS",2736,"numeric",2679,50.48,"3.53289334411826",2684,50.48,0,4.50878947949299,135.375749249935,5.71965403676288,32.7144423002579,0.0714947706940705,0.42289637079819,0.738808312935285,1.50118154179459,3.07652105410906,5.76357617800711,9.50003161435322,12.2076817835961,21.7559883726488,138
"157","DT.TDS.DPPF.XP.ZS",3014,"numeric",2403,55.61,"8.06613850349344",2406,55.61,0,10.0557224587694,155.429310344828,9.99425771391326,99.8851872521147,0.252083370640465,0.974472476667466,1.65205622690462,3.62658525108878,7.23558163687395,13.4997413256731,21.6829437332629,27.1305070561592,46.1520332124638,107
"158","DT.TDS.DPPG.CD",2611,"numeric",2737,48.17,"3096054000",2809,48.17,0,1223440428.06315,38814835000,3265259913.45642,10661922302425452544,0,2656600,6471800,26020000,124343000,643312000,3106986000,7250622599.99998,17399275120,477
"159","DT.TDS.DPPG.GN.ZS",2716,"numeric",2680,50.11,NA,2704,50.11,0,2.93859868406296,109.649330545729,3.9923062322221,15.9385090518394,0.00265699584147461,0.216555427775424,0.468842767589288,1.00378477933405,1.96255513238248,3.65674353871014,6.08451883864203,8.26736066289881,16.3667862549829,164
"160","DT.TDS.DPPG.XP.ZS",3174,"numeric",2247,58.56,"7.46076013733341",2246,58.56,0,9.73800804780443,133.833931831683,10.0011949873827,100.023901175649,0.24981047462166,0.935810012064424,1.57898327199148,3.41325156426286,6.88096928388871,12.7399356019222,21.311102926032,27.2467431898516,41.5062977946285,119
"161","DT.TDS.MLAT.CD",2611,"numeric",2709,48.17,NA,2809,48.17,0,277103599.747811,11255966000,661677857.508945,437817587117628416,0,741600,2606600,12035000,46557000,191788000,815819400.000002,1485259000,2930150840,423
"162","DT.TDS.MLAT.PG.ZS",2560,"numeric",2767,47.23,NA,2860,47.23,0,45.5890150675182,100,26.8275319062859,719.716468182787,0.214143846666645,4.16706136246729,10.277555557936,23.4815676271611,44.6266009966959,65.4877128131656,83.031224466873,93.5336698691552,100,0
"163","EA.PRD.AGRI.KD",1546,"numeric",3872,28.52,NA,3874,28.52,138.717528238647,11219.4684521454,219244.503311258,18262.2194154486,333508657.977989,233.956969425252,381.840657652486,504.413334652929,1137.85872359955,3752.14811063961,11301.5279018401,35133.8816729439,51454.358215833,82589.2396465235,549
"164","EE.BOD.TOTL.KG",5302,"numeric",119,97.82,NA,118,97.82,766.2371,52980.1520432203,264249.2,78747.9817550559,6201244630.49462,2117.01718,2535.5443,2796.7057,3303.4655,17905.525,71298.73,220118.96,239128.86,259930.148,17
"165","EG.ELC.ACCS.ZS",4787,"numeric",277,88.32,NA,633,88.32,0,75.6236250235387,100,31.170639821354,971.608786872581,4.324,12.46,20.2,53.26256,92.63344,100,100,100,100,0
"166","EG.ELC.COAL.ZS",2215,"numeric",1667,40.87,"76.6628904353455",3205,40.87,0,16.8720634583458,100,26.1316659258484,682.863964060148,0,0,0,0,0.152797367183827,26.9817517293508,63.7714876752069,76.5449742810434,96.6751508418309,284
"167","EG.ELC.FOSL.ZS",2215,"numeric",2811,40.87,"18.466608720846",3205,40.87,0,59.5723972069408,100,34.2721805923254,1174.58236255296,0.00496893204947785,0.480112592645205,4.33543235673387,30.422414032361,65.3831276312475,93.0063622845721,100,100,100,0
"168","EG.ELC.HYRO.ZS",2215,"numeric",2685,40.87,"99.2181947405828",3205,40.87,0,30.3007428251682,100,33.3496147440091,1112.19680357383,0,0,0,1.15110853795593,14.4193977707536,56.4803778252558,87.1832644018447,98.8649181976404,99.9078781463903,0
"169","EG.ELC.LOSS.ZS",2266,"numeric",3141,41.81,NA,3154,41.81,0,14.1977964792119,98.3833718244804,10.7108807229338,114.722965860915,1.98731630327441,3.61543408454336,4.68553517435928,7.18766033845343,11.8583234561669,17.8811976004973,25.5431709505511,30.7075278977725,56.0202182812977,131
"170","EG.ELC.NGAS.ZS",2215,"numeric",2151,40.87,"6.80656058627057",3205,40.87,0,22.5272582233351,100,29.9649084304345,897.895737244327,0,0,0,0,9.19320999427809,34.7662276017563,74.3600226100021,96.6277421083601,100,242
"171","EG.ELC.NUCL.ZS",2215,"numeric",697,40.87,"0",3205,40.87,0,5.94380547403594,87.9862207549878,14.9018450588407,222.064986157695,0,0,0,0,0,0,28.9927654365373,41.5815028893305,75.6246062282876,695
"172","EG.ELC.PETR.ZS",2215,"numeric",2851,40.87,NA,3205,40.87,0,20.1730755252599,100,29.3854532670605,863.504863710597,0,0,0.0474514436919047,0.897100324674071,4.84507042253521,27.7572530195963,72.6050645578958,97.1792514734763,100,362
"173","EG.ELC.RNWX.KH",2215,"numeric",1169,40.87,"0",3205,40.87,0,3161545397.81591,2.95662e+11,14733174008.0977,2.17066416352885e+20,0,0,0,0,1.1e+07,7.2e+08,6342400000,11957400000,70194920000,575
"174","EG.ELC.RNWX.ZS",2215,"numeric",1796,40.87,NA,3205,40.87,0,2.56759984067787,56.1761479391945,5.65341654994647,31.9611186872086,0,0,0,0,0.0865644724977457,1.89188101276013,8.83789197673229,16.5908530035181,26.1286929372049,480
"175","EG.GDP.PUSE.KO.PP",2284,"numeric",3137,42.14,NA,3136,42.14,0.570438422812503,7.22370609488048,188.781667683512,6.29435301188909,39.6188798382773,1.09953296873997,1.8460984738336,2.55904244455567,4.30521886650988,6.50926888545674,9.13814502556034,11.9910381756068,13.9185302775871,19.3054970456444,75
"176","EG.GDP.PUSE.KO.PP.KD",2284,"numeric",3137,42.14,"14.6608515204626",3136,42.14,0.835109495214806,8.51213893442464,200.368576536955,6.76828993293633,45.8097486162873,1.42754792216538,2.31745047465038,3.35763608296527,5.32537254874304,8.01675282263614,10.8238272370265,13.3291743011704,15.2797920251702,20.9191543011158,51
